dish_id,dish_name,category,base_price,available_toppings,available_addons
191,Falooda,Main Course,283,"['Butter', 'Coriander', 'Onion', 'Dahi', 'Tomato', 'Anar Seeds']","['Extra Cheese', 'Ice Cream', 'Chutney', 'Cold Drink']"
192,Pav Bhaji,Dessert,220,"['Anar Seeds', 'Tomato', 'Butter', 'Cheese', 'Coriander', 'Dahi', 'Onion']","['Cold Drink', 'Ice Cream']"
193,Lassi,Drink,116,"['Cheese', 'Dahi', 'Onion', 'Anar Seeds', 'Tomato']","['Extra Cheese', 'Papad']"
194,Chole Bhature,Dessert,263,"['Cheese', 'Dahi', 'Butter', 'Onion', 'Anar Seeds', 'Tomato']","['French Fries', 'Papad']"
195,Masala Dosa,Dessert,122,"['Tomato', 'Butter', 'Anar Seeds', 'Cheese', 'Coriander', 'Onion', 'Dahi']","['Cold Drink', 'Ice Cream', 'Papad', 'French Fries']"
196,Chai,Main Course,129,"['Cheese', 'Anar Seeds', 'Butter', 'Coriander', 'Tomato', 'Onion', 'Dahi']",['Extra Cheese']
197,Chai,Drink,227,['Butter'],"['Extra Cheese', 'French Fries']"
198,Cold Coffee,Street Food,81,"['Tomato', 'Onion', 'Dahi', 'Cheese']","['French Fries', 'Cold Drink', 'Extra Cheese', 'Chutney', 'Papad', 'Ice Cream']"
199,Pav Bhaji,Snack,247,"['Butter', 'Cheese', 'Tomato', 'Dahi']","['French Fries', 'Papad', 'Chutney', 'Extra Cheese']"
200,Misal Pav,Drink,68,"['Butter', 'Onion', 'Tomato']",['Chutney']
201,Veg Biryani,Dessert,89,"['Coriander', 'Butter', 'Onion']","['Ice Cream', 'Cold Drink']"
202,Chai,Main Course,168,"['Tomato', 'Anar Seeds']",['French Fries']
203,Falooda,Street Food,113,"['Tomato', 'Coriander']","['Chutney', 'French Fries', 'Papad', 'Extra Cheese', 'Ice Cream', 'Cold Drink']"
204,Pani Puri,Main Course,90,"['Onion', 'Coriander', 'Dahi']","['Cold Drink', 'Papad', 'French Fries', 'Chutney', 'Extra Cheese', 'Ice Cream']"
205,Paneer Tikka,Dessert,237,"['Onion', 'Dahi', 'Butter']","['Extra Cheese', 'Cold Drink', 'Ice Cream', 'French Fries', 'Chutney']"
206,Masala Dosa,Snack,271,"['Coriander', 'Butter', 'Dahi', 'Tomato', 'Anar Seeds', 'Cheese']",['Cold Drink']
207,Paratha,Snack,166,"['Dahi', 'Butter']","['Ice Cream', 'French Fries', 'Chutney', 'Papad']"
208,Paratha,Dessert,178,"['Coriander', 'Butter']","['Papad', 'Cold Drink', 'French Fries']"
209,Masala Dosa,Drink,195,"['Coriander', 'Dahi', 'Butter', 'Cheese', 'Tomato', 'Anar Seeds', 'Onion']","['French Fries', 'Extra Cheese']"
210,Poha,Dessert,192,"['Anar Seeds', 'Butter', 'Onion', 'Cheese', 'Tomato', 'Coriander', 'Dahi']","['Ice Cream', 'Cold Drink', 'French Fries', 'Extra Cheese']"
211,Poha,Snack,173,"['Coriander', 'Anar Seeds', 'Dahi', 'Tomato', 'Onion', 'Butter']",['Ice Cream']
212,Dal Tadka,Dessert,225,"['Dahi', 'Tomato', 'Coriander']","['Chutney', 'Ice Cream', 'Papad', 'French Fries', 'Cold Drink']"
213,Paneer Tikka,Street Food,293,"['Tomato', 'Butter', 'Onion', 'Anar Seeds']","['French Fries', 'Chutney', 'Extra Cheese', 'Cold Drink']"
214,Paneer Tikka,Main Course,57,"['Anar Seeds', 'Dahi']","['French Fries', 'Ice Cream', 'Extra Cheese', 'Cold Drink']"
215,Cold Coffee,Main Course,102,"['Onion', 'Cheese', 'Dahi', 'Coriander', 'Tomato', 'Anar Seeds']","['French Fries', 'Ice Cream', 'Chutney', 'Cold Drink', 'Papad', 'Extra Cheese']"
216,Sev Puri,Street Food,209,"['Anar Seeds', 'Coriander']","['Chutney', 'Cold Drink', 'Extra Cheese', 'Ice Cream']"
217,Sev Puri,Dessert,101,"['Cheese', 'Coriander']","['Papad', 'Ice Cream']"
218,Dhokla,Snack,216,"['Butter', 'Tomato', 'Cheese']","['Papad', 'Extra Cheese', 'French Fries']"
219,Paratha,Drink,174,"['Butter', 'Anar Seeds', 'Tomato', 'Coriander', 'Dahi']","['Papad', 'French Fries', 'Extra Cheese', 'Cold Drink', 'Chutney', 'Ice Cream']"
220,Cold Coffee,Snack,300,['Onion'],"['Extra Cheese', 'Cold Drink', 'French Fries', 'Chutney', 'Papad']"
221,Paratha,Street Food,226,"['Dahi', 'Anar Seeds', 'Onion']","['Chutney', 'Cold Drink']"
222,Pav Bhaji,Snack,81,"['Onion', 'Anar Seeds', 'Butter', 'Coriander', 'Tomato']","['Ice Cream', 'Extra Cheese', 'Papad', 'French Fries']"
223,Misal Pav,Main Course,137,['Anar Seeds'],"['Cold Drink', 'Papad', 'French Fries', 'Ice Cream', 'Chutney']"
224,Paneer Tikka,Dessert,257,"['Cheese', 'Dahi']","['French Fries', 'Papad', 'Ice Cream']"
225,Thali,Dessert,160,['Cheese'],"['Chutney', 'French Fries', 'Papad']"
226,Idli Sambar,Street Food,251,"['Butter', 'Onion', 'Cheese', 'Coriander', 'Dahi']","['Ice Cream', 'Extra Cheese', 'Chutney', 'Papad', 'French Fries', 'Cold Drink']"
227,Chicken Curry,Street Food,168,"['Butter', 'Dahi', 'Anar Seeds', 'Onion', 'Cheese', 'Tomato']",['Cold Drink']
228,Pav Bhaji,Street Food,192,"['Tomato', 'Onion', 'Dahi', 'Butter', 'Coriander', 'Anar Seeds', 'Cheese']","['Papad', 'Cold Drink', 'French Fries', 'Chutney', 'Ice Cream', 'Extra Cheese']"
229,Vada Pav,Dessert,190,"['Anar Seeds', 'Tomato', 'Coriander', 'Onion']","['Ice Cream', 'Cold Drink', 'Papad', 'Extra Cheese']"
230,Veg Biryani,Snack,119,"['Onion', 'Butter', 'Tomato', 'Coriander', 'Anar Seeds']","['Ice Cream', 'French Fries', 'Papad', 'Extra Cheese', 'Chutney']"
231,Sev Puri,Drink,173,['Onion'],"['Cold Drink', 'Extra Cheese', 'Papad', 'Chutney', 'French Fries', 'Ice Cream']"
232,Pani Puri,Main Course,214,"['Onion', 'Butter', 'Tomato', 'Cheese', 'Anar Seeds']","['French Fries', 'Extra Cheese', 'Ice Cream', 'Chutney', 'Papad', 'Cold Drink']"
233,Paratha,Street Food,56,['Cheese'],"['Papad', 'Chutney']"
234,Dhokla,Street Food,130,['Butter'],"['Cold Drink', 'Papad']"
235,Chicken Curry,Snack,101,"['Cheese', 'Anar Seeds', 'Onion', 'Dahi', 'Coriander', 'Butter']","['Cold Drink', 'Ice Cream', 'Extra Cheese', 'Chutney', 'French Fries', 'Papad']"
236,Rasgulla,Street Food,180,"['Coriander', 'Butter']","['Papad', 'French Fries', 'Chutney', 'Cold Drink', 'Ice Cream', 'Extra Cheese']"
237,Upma,Street Food,298,"['Tomato', 'Dahi', 'Cheese', 'Coriander', 'Anar Seeds']","['Cold Drink', 'Ice Cream', 'Papad', 'French Fries', 'Extra Cheese', 'Chutney']"
238,Idli Sambar,Street Food,95,"['Onion', 'Butter', 'Dahi', 'Cheese']","['Ice Cream', 'Cold Drink', 'French Fries', 'Extra Cheese']"
239,Aloo Tikki,Main Course,85,"['Cheese', 'Butter', 'Onion', 'Anar Seeds']","['Chutney', 'French Fries', 'Extra Cheese', 'Ice Cream', 'Papad', 'Cold Drink']"
240,Chole Bhature,Street Food,66,"['Dahi', 'Coriander', 'Cheese', 'Anar Seeds', 'Tomato', 'Onion']",['Extra Cheese']
241,Veg Biryani,Drink,190,"['Cheese', 'Dahi', 'Onion', 'Butter', 'Anar Seeds']","['French Fries', 'Extra Cheese', 'Chutney', 'Cold Drink']"
242,Cold Coffee,Snack,141,"['Coriander', 'Dahi']","['Extra Cheese', 'Chutney', 'Ice Cream']"
243,Thali,Snack,214,"['Coriander', 'Tomato', 'Onion', 'Dahi']","['Cold Drink', 'Papad', 'Extra Cheese', 'Ice Cream', 'Chutney']"
244,Bhel,Main Course,51,"['Coriander', 'Dahi', 'Anar Seeds', 'Onion', 'Cheese', 'Butter', 'Tomato']","['Chutney', 'Papad', 'Ice Cream', 'French Fries', 'Extra Cheese', 'Cold Drink']"
245,Aloo Tikki,Dessert,267,"['Anar Seeds', 'Onion', 'Coriander']","['French Fries', 'Cold Drink', 'Papad', 'Ice Cream', 'Extra Cheese', 'Chutney']"
246,Samosa,Street Food,188,"['Tomato', 'Onion', 'Coriander', 'Butter']","['Extra Cheese', 'Cold Drink', 'Papad', 'French Fries', 'Ice Cream', 'Chutney']"
247,Lassi,Main Course,65,"['Tomato', 'Onion', 'Coriander', 'Anar Seeds', 'Cheese']","['Ice Cream', 'Cold Drink', 'Chutney', 'Papad', 'French Fries']"
248,Butter Naan,Drink,216,['Cheese'],['Cold Drink']
249,Chicken Curry,Main Course,251,"['Anar Seeds', 'Cheese', 'Tomato', 'Butter', 'Onion', 'Coriander']",['Chutney']
250,Chole Bhature,Dessert,134,"['Coriander', 'Tomato', 'Anar Seeds', 'Cheese', 'Butter']","['Extra Cheese', 'Ice Cream', 'Papad']"
251,Paneer Tikka,Main Course,166,"['Coriander', 'Tomato', 'Anar Seeds', 'Onion']","['Chutney', 'Extra Cheese']"
252,Thali,Main Course,174,['Tomato'],['Cold Drink']
253,Dhokla,Main Course,69,"['Onion', 'Coriander', 'Tomato']","['Extra Cheese', 'Papad', 'Chutney', 'Ice Cream']"
254,Thali,Drink,158,"['Anar Seeds', 'Butter', 'Coriander', 'Onion', 'Dahi', 'Cheese']","['Cold Drink', 'Extra Cheese']"
255,Idli Sambar,Main Course,220,"['Butter', 'Onion', 'Dahi', 'Anar Seeds', 'Coriander', 'Cheese']","['Extra Cheese', 'Ice Cream', 'French Fries', 'Cold Drink', 'Papad', 'Chutney']"
256,Dal Tadka,Main Course,255,"['Butter', 'Dahi', 'Onion', 'Coriander', 'Tomato']",['French Fries']
257,Butter Naan,Street Food,234,"['Onion', 'Tomato']",['Papad']
258,Cold Coffee,Main Course,61,"['Cheese', 'Coriander', 'Dahi']","['Cold Drink', 'Ice Cream', 'French Fries', 'Extra Cheese', 'Chutney']"
259,Veg Biryani,Dessert,193,"['Butter', 'Cheese']","['Ice Cream', 'Extra Cheese', 'Chutney', 'Cold Drink', 'Papad']"
260,Pav Bhaji,Street Food,296,"['Coriander', 'Onion', 'Cheese', 'Tomato', 'Anar Seeds', 'Dahi']",['French Fries']
261,Upma,Dessert,159,"['Coriander', 'Anar Seeds', 'Onion', 'Cheese', 'Butter', 'Dahi']","['Extra Cheese', 'French Fries', 'Chutney', 'Papad', 'Ice Cream']"
262,Falooda,Main Course,192,"['Coriander', 'Tomato', 'Cheese']","['French Fries', 'Cold Drink', 'Extra Cheese']"
263,Pani Puri,Street Food,51,"['Coriander', 'Onion', 'Tomato', 'Butter', 'Cheese', 'Anar Seeds']","['Chutney', 'Ice Cream', 'Cold Drink', 'Papad']"
264,Bhel,Street Food,119,"['Coriander', 'Dahi', 'Anar Seeds']","['Cold Drink', 'Chutney', 'Ice Cream', 'Papad', 'Extra Cheese', 'French Fries']"
265,Pav Bhaji,Drink,190,"['Tomato', 'Anar Seeds', 'Cheese', 'Onion']","['Ice Cream', 'French Fries', 'Papad', 'Cold Drink', 'Extra Cheese']"
266,Falooda,Street Food,172,"['Cheese', 'Onion', 'Coriander', 'Tomato']","['Cold Drink', 'Ice Cream', 'Papad', 'Extra Cheese', 'French Fries', 'Chutney']"
267,Chai,Drink,83,"['Cheese', 'Anar Seeds', 'Butter', 'Tomato']","['Cold Drink', 'Papad']"
268,Paratha,Main Course,95,"['Onion', 'Butter', 'Anar Seeds']","['Chutney', 'Ice Cream', 'Papad', 'French Fries']"
269,Fish Fry,Snack,77,"['Anar Seeds', 'Onion', 'Cheese', 'Dahi']","['Extra Cheese', 'Chutney']"
270,Upma,Main Course,79,"['Onion', 'Dahi', 'Coriander', 'Butter']","['Papad', 'French Fries', 'Ice Cream']"
271,Veg Biryani,Drink,276,"['Cheese', 'Anar Seeds']","['Ice Cream', 'Extra Cheese', 'Papad', 'Chutney', 'Cold Drink']"
272,Masala Dosa,Drink,265,"['Butter', 'Onion']","['Papad', 'Cold Drink', 'Ice Cream', 'French Fries', 'Chutney']"
273,Falooda,Dessert,211,"['Onion', 'Dahi', 'Butter', 'Cheese', 'Tomato']","['Extra Cheese', 'Papad', 'Chutney', 'Ice Cream', 'Cold Drink']"
274,Rasgulla,Main Course,68,"['Tomato', 'Onion', 'Dahi', 'Butter', 'Anar Seeds']","['Papad', 'Chutney', 'French Fries', 'Extra Cheese', 'Ice Cream', 'Cold Drink']"
275,Vada Pav,Dessert,92,"['Cheese', 'Onion', 'Dahi', 'Anar Seeds', 'Butter', 'Coriander']",['Cold Drink']
276,Misal Pav,Drink,272,"['Dahi', 'Tomato', 'Butter', 'Onion', 'Anar Seeds', 'Coriander', 'Cheese']","['Chutney', 'French Fries']"
277,Sev Puri,Main Course,96,"['Butter', 'Coriander', 'Anar Seeds', 'Onion', 'Cheese', 'Tomato', 'Dahi']","['Extra Cheese', 'French Fries', 'Chutney', 'Cold Drink', 'Papad', 'Ice Cream']"
278,Cold Coffee,Snack,299,"['Onion', 'Butter', 'Dahi', 'Tomato']","['Ice Cream', 'Cold Drink', 'Extra Cheese', 'Chutney']"
279,Gulab Jamun,Snack,231,"['Cheese', 'Coriander', 'Dahi', 'Tomato', 'Anar Seeds']","['Cold Drink', 'Chutney']"
280,Idli Sambar,Drink,258,"['Cheese', 'Dahi', 'Coriander', 'Onion', 'Butter', 'Anar Seeds', 'Tomato']","['Ice Cream', 'Extra Cheese', 'Papad']"
281,Pav Bhaji,Drink,131,['Tomato'],"['Cold Drink', 'Chutney', 'Papad', 'Extra Cheese', 'Ice Cream']"
282,Vada Pav,Main Course,150,"['Cheese', 'Butter', 'Tomato', 'Dahi', 'Onion']","['Cold Drink', 'French Fries', 'Ice Cream', 'Extra Cheese', 'Papad']"
283,Masala Dosa,Main Course,137,"['Coriander', 'Butter', 'Cheese', 'Onion']","['Papad', 'Extra Cheese', 'Cold Drink', 'Chutney', 'French Fries', 'Ice Cream']"
284,Paratha,Drink,96,"['Tomato', 'Anar Seeds', 'Dahi', 'Butter']",['French Fries']
285,Masala Dosa,Street Food,210,"['Butter', 'Anar Seeds', 'Tomato', 'Cheese']","['Extra Cheese', 'Chutney', 'Ice Cream']"
286,Dhokla,Street Food,248,"['Onion', 'Anar Seeds', 'Dahi', 'Butter', 'Cheese', 'Tomato']","['Ice Cream', 'Cold Drink']"
287,Veg Biryani,Snack,278,"['Tomato', 'Cheese', 'Anar Seeds', 'Onion', 'Coriander', 'Dahi', 'Butter']","['Papad', 'French Fries', 'Cold Drink', 'Extra Cheese', 'Ice Cream', 'Chutney']"
288,Sev Puri,Dessert,242,"['Anar Seeds', 'Coriander', 'Cheese', 'Onion', 'Dahi', 'Butter', 'Tomato']","['Chutney', 'French Fries']"
289,Idli Sambar,Snack,117,"['Anar Seeds', 'Cheese', 'Butter', 'Tomato', 'Onion', 'Coriander']",['Chutney']
290,Ice Cream,Street Food,284,"['Butter', 'Anar Seeds', 'Dahi', 'Tomato', 'Onion', 'Coriander']","['Extra Cheese', 'Ice Cream', 'Chutney', 'Papad', 'Cold Drink']"
291,Pani Puri,Drink,75,"['Onion', 'Butter', 'Dahi', 'Cheese', 'Coriander', 'Anar Seeds']","['French Fries', 'Cold Drink', 'Chutney', 'Ice Cream']"
292,Ice Cream,Snack,246,"['Butter', 'Cheese', 'Dahi']","['Extra Cheese', 'Cold Drink', 'Ice Cream']"
293,Lassi,Main Course,246,"['Onion', 'Anar Seeds', 'Tomato']",['French Fries']
294,Idli Sambar,Snack,173,"['Coriander', 'Anar Seeds', 'Butter', 'Onion', 'Tomato', 'Dahi']",['French Fries']
295,Bhel,Drink,168,"['Cheese', 'Anar Seeds', 'Butter', 'Onion']","['Ice Cream', 'Extra Cheese', 'Papad', 'Cold Drink', 'French Fries']"
296,Dhokla,Dessert,70,"['Coriander', 'Butter', 'Tomato', 'Cheese', 'Anar Seeds', 'Onion', 'Dahi']","['Chutney', 'Cold Drink', 'Extra Cheese', 'Ice Cream', 'French Fries', 'Papad']"
297,Pani Puri,Dessert,240,"['Dahi', 'Onion', 'Anar Seeds', 'Coriander']","['French Fries', 'Chutney', 'Ice Cream']"
298,Cold Coffee,Main Course,279,"['Butter', 'Tomato', 'Coriander']","['French Fries', 'Cold Drink', 'Chutney', 'Extra Cheese']"
299,Samosa,Drink,256,['Dahi'],"['Chutney', 'Cold Drink', 'French Fries']"
300,Poha,Main Course,83,"['Coriander', 'Tomato', 'Cheese', 'Butter', 'Anar Seeds']","['Ice Cream', 'French Fries', 'Cold Drink']"
301,Paneer Tikka,Drink,240,"['Dahi', 'Onion', 'Butter', 'Cheese']","['Chutney', 'French Fries', 'Ice Cream', 'Papad']"
302,Misal Pav,Snack,267,"['Butter', 'Cheese']","['Ice Cream', 'Chutney', 'Cold Drink', 'French Fries', 'Papad']"
303,Dal Tadka,Dessert,292,"['Coriander', 'Onion']","['French Fries', 'Ice Cream', 'Papad']"
304,Bhel,Drink,255,"['Coriander', 'Butter']","['Chutney', 'Cold Drink', 'French Fries']"
305,Ice Cream,Drink,82,"['Onion', 'Anar Seeds', 'Tomato']","['Extra Cheese', 'French Fries', 'Papad', 'Cold Drink', 'Chutney', 'Ice Cream']"
306,Vada Pav,Dessert,148,"['Dahi', 'Anar Seeds', 'Cheese', 'Coriander', 'Tomato', 'Onion', 'Butter']","['French Fries', 'Chutney', 'Ice Cream']"
307,Aloo Tikki,Drink,241,"['Dahi', 'Onion', 'Tomato', 'Anar Seeds', 'Butter', 'Coriander']","['Ice Cream', 'French Fries', 'Chutney']"
308,Veg Biryani,Street Food,217,"['Cheese', 'Onion']","['Chutney', 'Extra Cheese', 'French Fries']"
309,Ice Cream,Street Food,159,"['Tomato', 'Anar Seeds']",['Extra Cheese']
310,Ice Cream,Main Course,271,"['Coriander', 'Dahi', 'Butter', 'Tomato']","['Extra Cheese', 'Ice Cream', 'Cold Drink', 'Chutney']"
311,Jalebi,Street Food,206,['Cheese'],"['Cold Drink', 'French Fries', 'Papad', 'Extra Cheese', 'Ice Cream']"
312,Chai,Street Food,40,['Butter'],"['Chutney', 'Cold Drink', 'French Fries', 'Ice Cream', 'Papad', 'Extra Cheese']"
313,Falooda,Drink,51,"['Onion', 'Cheese', 'Tomato', 'Coriander', 'Anar Seeds', 'Butter']","['French Fries', 'Extra Cheese', 'Cold Drink', 'Chutney', 'Ice Cream']"
314,Paneer Tikka,Drink,209,"['Tomato', 'Butter', 'Coriander', 'Dahi', 'Onion', 'Anar Seeds', 'Cheese']","['Ice Cream', 'Cold Drink', 'Papad', 'French Fries', 'Chutney']"
315,Ice Cream,Street Food,203,['Onion'],['Extra Cheese']
316,Cold Coffee,Dessert,240,"['Anar Seeds', 'Butter']","['Chutney', 'Cold Drink', 'Extra Cheese']"
317,Chai,Main Course,258,['Cheese'],"['Papad', 'Cold Drink', 'Chutney']"
318,Thali,Street Food,181,['Cheese'],"['French Fries', 'Cold Drink', 'Extra Cheese', 'Chutney', 'Papad', 'Ice Cream']"
319,Bhel,Dessert,205,['Butter'],"['Extra Cheese', 'Cold Drink', 'Chutney', 'French Fries']"
320,Samosa,Dessert,115,['Onion'],"['Ice Cream', 'Chutney', 'Papad']"
321,Chicken Curry,Main Course,57,['Anar Seeds'],['Papad']
322,Upma,Snack,91,"['Butter', 'Coriander']","['Ice Cream', 'Cold Drink', 'Extra Cheese']"
323,Aloo Tikki,Street Food,78,"['Tomato', 'Cheese', 'Anar Seeds', 'Onion', 'Butter', 'Coriander', 'Dahi']","['Ice Cream', 'Cold Drink', 'French Fries', 'Papad', 'Extra Cheese']"
324,Lassi,Street Food,235,['Onion'],"['French Fries', 'Extra Cheese', 'Cold Drink', 'Ice Cream', 'Chutney', 'Papad']"
325,Samosa,Snack,160,"['Anar Seeds', 'Dahi', 'Butter', 'Tomato', 'Cheese', 'Coriander', 'Onion']",['Cold Drink']
326,Sev Puri,Main Course,227,"['Tomato', 'Butter', 'Coriander', 'Dahi']","['Cold Drink', 'Ice Cream', 'Papad', 'French Fries', 'Chutney', 'Extra Cheese']"
327,Cold Coffee,Dessert,222,"['Butter', 'Onion', 'Tomato']","['Papad', 'Extra Cheese', 'Chutney', 'Ice Cream', 'Cold Drink']"
328,Upma,Dessert,263,['Onion'],['Chutney']
329,Rasgulla,Drink,232,"['Dahi', 'Cheese', 'Coriander', 'Butter']","['French Fries', 'Extra Cheese', 'Chutney', 'Cold Drink']"
330,Thali,Main Course,121,"['Butter', 'Anar Seeds', 'Cheese', 'Coriander']","['Cold Drink', 'Extra Cheese', 'Papad']"
331,Bhel,Snack,279,"['Onion', 'Anar Seeds', 'Dahi', 'Coriander']",['Papad']
332,Chole Bhature,Dessert,233,"['Anar Seeds', 'Dahi']","['French Fries', 'Papad', 'Ice Cream', 'Chutney', 'Extra Cheese']"
333,Fish Fry,Street Food,245,"['Anar Seeds', 'Coriander', 'Tomato']","['French Fries', 'Chutney', 'Ice Cream', 'Papad', 'Cold Drink']"
334,Dhokla,Dessert,155,"['Anar Seeds', 'Coriander', 'Tomato', 'Dahi', 'Cheese', 'Butter']","['Extra Cheese', 'Cold Drink']"
335,Thali,Street Food,139,"['Butter', 'Anar Seeds', 'Onion', 'Dahi', 'Tomato', 'Cheese', 'Coriander']","['Chutney', 'Cold Drink', 'Extra Cheese', 'Papad', 'Ice Cream']"
336,Pani Puri,Street Food,298,"['Butter', 'Anar Seeds', 'Cheese', 'Coriander', 'Onion']",['French Fries']
337,Sev Puri,Snack,274,"['Coriander', 'Cheese', 'Onion', 'Dahi', 'Tomato', 'Butter', 'Anar Seeds']","['Papad', 'Chutney', 'Cold Drink', 'Extra Cheese', 'French Fries', 'Ice Cream']"
338,Fish Fry,Drink,187,['Tomato'],['Chutney']
339,Chole Bhature,Street Food,52,"['Dahi', 'Cheese', 'Butter']","['Cold Drink', 'Extra Cheese']"
340,Dal Tadka,Main Course,89,['Onion'],"['Ice Cream', 'Papad', 'Extra Cheese', 'French Fries']"
341,Gulab Jamun,Street Food,232,"['Coriander', 'Tomato']","['Chutney', 'French Fries', 'Cold Drink', 'Extra Cheese', 'Ice Cream', 'Papad']"
342,Butter Naan,Dessert,295,['Onion'],"['Extra Cheese', 'Cold Drink', 'French Fries', 'Chutney']"
343,Jalebi,Drink,54,['Butter'],"['Extra Cheese', 'French Fries', 'Chutney', 'Ice Cream']"
344,Upma,Street Food,225,"['Cheese', 'Dahi', 'Butter', 'Onion', 'Coriander', 'Tomato', 'Anar Seeds']","['Cold Drink', 'Chutney', 'Papad', 'Ice Cream', 'French Fries']"
345,Butter Naan,Main Course,205,"['Onion', 'Tomato', 'Anar Seeds']",['Papad']
346,Lassi,Main Course,114,"['Cheese', 'Butter', 'Tomato', 'Onion', 'Coriander']","['Papad', 'French Fries', 'Ice Cream']"
347,Chicken Curry,Street Food,48,"['Cheese', 'Dahi', 'Coriander', 'Butter']","['French Fries', 'Extra Cheese', 'Chutney', 'Cold Drink']"
348,Chole Bhature,Dessert,77,"['Cheese', 'Tomato', 'Coriander', 'Onion']",['French Fries']
349,Jalebi,Drink,230,"['Butter', 'Dahi', 'Cheese']","['Papad', 'Cold Drink', 'Extra Cheese']"
350,Upma,Main Course,150,['Onion'],['Cold Drink']
351,Falooda,Dessert,104,"['Coriander', 'Anar Seeds']","['Chutney', 'Cold Drink', 'Extra Cheese', 'French Fries', 'Papad']"
352,Butter Naan,Dessert,224,"['Butter', 'Tomato', 'Onion', 'Coriander', 'Dahi', 'Anar Seeds']","['Chutney', 'Cold Drink', 'Papad', 'French Fries', 'Ice Cream', 'Extra Cheese']"
353,Idli Sambar,Snack,157,"['Butter', 'Coriander', 'Cheese', 'Dahi']","['Ice Cream', 'Extra Cheese', 'Papad', 'Cold Drink', 'Chutney']"
354,Vada Pav,Main Course,102,"['Tomato', 'Dahi', 'Butter']","['Extra Cheese', 'Ice Cream']"
355,Pani Puri,Main Course,121,"['Butter', 'Coriander']","['Ice Cream', 'Papad', 'Extra Cheese', 'Chutney']"
356,Bhel,Snack,157,['Butter'],"['Cold Drink', 'Papad', 'Extra Cheese', 'French Fries']"
357,Pani Puri,Snack,89,"['Dahi', 'Cheese', 'Coriander']","['Cold Drink', 'Ice Cream', 'Papad']"
358,Dhokla,Drink,73,"['Dahi', 'Cheese', 'Tomato', 'Coriander', 'Anar Seeds', 'Butter', 'Onion']","['Chutney', 'Ice Cream', 'French Fries', 'Papad']"
359,Paratha,Dessert,109,"['Butter', 'Cheese']","['Extra Cheese', 'French Fries', 'Papad', 'Cold Drink', 'Ice Cream']"
360,Chai,Snack,179,"['Tomato', 'Anar Seeds', 'Coriander']","['Cold Drink', 'Chutney', 'Extra Cheese', 'Ice Cream', 'French Fries', 'Papad']"
361,Chicken Curry,Drink,137,"['Butter', 'Tomato', 'Dahi']","['Cold Drink', 'Chutney']"
362,Poha,Snack,107,['Onion'],"['Cold Drink', 'Papad']"
363,Fish Fry,Snack,170,"['Coriander', 'Tomato', 'Dahi', 'Cheese', 'Butter', 'Onion']","['Extra Cheese', 'Papad', 'French Fries', 'Ice Cream', 'Chutney', 'Cold Drink']"
364,Ice Cream,Drink,101,['Butter'],['French Fries']
365,Veg Biryani,Main Course,219,"['Cheese', 'Onion', 'Butter', 'Dahi', 'Coriander', 'Anar Seeds']","['Extra Cheese', 'Papad']"
366,Paneer Tikka,Street Food,229,"['Butter', 'Anar Seeds', 'Cheese']","['French Fries', 'Chutney']"
367,Poha,Street Food,120,['Coriander'],"['Chutney', 'Cold Drink', 'French Fries', 'Ice Cream', 'Extra Cheese', 'Papad']"
368,Aloo Tikki,Dessert,119,"['Cheese', 'Butter', 'Dahi', 'Tomato', 'Onion']","['Extra Cheese', 'French Fries', 'Papad', 'Chutney', 'Cold Drink']"
369,Veg Biryani,Street Food,206,"['Coriander', 'Anar Seeds']","['French Fries', 'Extra Cheese', 'Ice Cream', 'Cold Drink', 'Chutney']"
370,Dal Tadka,Snack,104,"['Tomato', 'Cheese', 'Onion', 'Dahi']","['Chutney', 'French Fries', 'Extra Cheese', 'Ice Cream', 'Cold Drink']"
371,Chicken Curry,Drink,142,"['Cheese', 'Onion', 'Anar Seeds', 'Tomato']",['Extra Cheese']
372,Lassi,Snack,272,"['Cheese', 'Dahi']","['French Fries', 'Ice Cream', 'Papad', 'Cold Drink']"
373,Cold Coffee,Snack,133,"['Cheese', 'Anar Seeds', 'Butter', 'Onion', 'Dahi', 'Tomato', 'Coriander']","['Ice Cream', 'Chutney', 'French Fries', 'Papad', 'Extra Cheese']"
374,Fish Fry,Main Course,180,"['Tomato', 'Dahi']","['Extra Cheese', 'Cold Drink', 'Ice Cream', 'French Fries', 'Chutney', 'Papad']"
375,Falooda,Street Food,99,"['Coriander', 'Cheese', 'Onion', 'Butter', 'Anar Seeds']","['Papad', 'Chutney']"
376,Butter Naan,Drink,141,['Butter'],"['Extra Cheese', 'Papad', 'Chutney', 'French Fries', 'Ice Cream', 'Cold Drink']"
377,Aloo Tikki,Drink,116,"['Dahi', 'Cheese', 'Tomato', 'Onion', 'Butter', 'Coriander', 'Anar Seeds']","['Ice Cream', 'Chutney', 'Papad']"
